priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
US201479948P 2014-11-14,2014-11-14,US14631602A 2015-02-25,TRUE,3,US,US,1,FALSE
US2015250511P 2015-11-04,2015-11-04,US15271386A 2016-09-21,TRUE,5,US,US,1,FALSE
US201422119P 2014-07-08,2014-07-08,US14794038A 2015-07-08,TRUE,4,US,US,1,FALSE
US2012684292P 2012-08-17,2012-08-17,US14421747A 2015-02-13,TRUE,3,US,US,1,FALSE
US2015386991P 2015-12-18,2015-12-18,US15384227A 2016-12-19,TRUE,7,US,US,1,FALSE
FR20112446A 2011-08-04,2011-08-04,US14236679A 2014-05-09,FALSE,2,FR,US,1,FALSE
US2007958777P 2007-07-09,2007-07-09,US13323999A 2011-12-13,TRUE,3,US,US,1,FALSE
US2010872956A 2010-08-31,2010-08-31,US15071401A 2016-03-16,FALSE,4,US,US,1,FALSE
US14249687A 2014-04-10,2014-04-10,US15220449A 2016-07-27,FALSE,7,US,US,1,FALSE
US14607859A 2015-01-28,2015-01-28,US15423148A 2017-02-02,FALSE,3,US,US,1,FALSE
US14194562A 2014-02-28,2014-02-28,US14194562A 2014-02-28,FALSE,2,US,US,1,FALSE
US15367249A 2016-12-02,2016-12-02,US15367249A 2016-12-02,FALSE,1,US,US,1,FALSE
WO2014CN86739A 2014-09-17,2014-09-17,US15289757A 2016-10-10,FALSE,6,WO,US,1,FALSE
US201415P 2014-05-19,2014-05-19,US14512442A 2014-10-12,TRUE,3,US,US,1,FALSE
US2012729598P 2012-11-25,2012-11-25,US15005688A 2016-01-25,TRUE,4,US,US,1,FALSE
US2013817111P 2013-04-29,2013-04-29,US14970282A 2015-12-15,TRUE,4,US,US,1,FALSE
US2015253249P 2015-11-10,2015-11-10,US15337856A 2016-10-28,TRUE,3,US,US,1,FALSE
US2012631389P 2012-01-03,2012-01-03,US14165946A 2014-01-28,TRUE,19,US,US,1,FALSE
US14529153A 2014-10-31,2014-10-31,US14529153A 2014-10-31,FALSE,1,US,US,1,FALSE
US2016312495P 2016-03-24,2016-03-24,US15420215A 2017-01-31,TRUE,3,US,US,1,FALSE
US14619354A 2015-02-11,2015-02-11,US14619354A 2015-02-11,FALSE,1,US,US,1,FALSE
US14225966A 2014-03-26,2014-03-26,US14225966A 2014-03-26,FALSE,1,US,US,1,FALSE
FR20123126A 2012-11-21,2012-11-21,US14646712A 2015-05-21,FALSE,2,FR,US,1,FALSE
US14574576A 2014-12-18,2014-12-18,US15216939A 2016-07-22,FALSE,3,US,US,1,FALSE
US2012606358P 2012-03-02,2012-03-02,US14738520A 2015-06-12,TRUE,9,US,US,1,FALSE
US14484955A 2014-09-12,2014-09-12,US14484955A 2014-09-12,FALSE,1,US,US,1,FALSE
US14076236A 2013-11-10,2013-11-10,US15203388A 2016-07-06,FALSE,5,US,US,1,FALSE
US15133589A 2016-04-20,2016-04-20,US15367482A 2016-12-02,FALSE,3,US,US,1,FALSE
US14046370A 2013-10-04,2013-10-04,US14046370A 2013-10-04,FALSE,1,US,US,1,FALSE
US14324861A 2014-07-07,2014-07-07,US14324861A 2014-07-07,FALSE,1,US,US,1,FALSE
US15461038A 2017-03-16,2017-03-16,US15461038A 2017-03-16,FALSE,1,US,US,1,FALSE
US14632842A 2015-02-26,2015-02-26,US14632842A 2015-02-26,FALSE,1,US,US,1,FALSE
US201494154P 2014-12-19,2014-12-19,US15368269A 2016-12-02,TRUE,7,US,US,1,FALSE
US14811546A 2015-07-28,2015-07-28,US14811546A 2015-07-28,FALSE,1,US,US,1,FALSE
US15262843A 2016-09-12,2016-09-12,US15262843A 2016-09-12,FALSE,1,US,US,1,FALSE
US14482173A 2014-09-10,2014-09-10,US14482173A 2014-09-10,FALSE,1,US,US,1,FALSE
US14562934A 2014-12-08,2014-12-08,US14562934A 2014-12-08,FALSE,1,US,US,1,FALSE
US2010370574P 2010-08-04,2010-08-04,US15263569A 2016-09-13,TRUE,7,US,US,1,FALSE
US2015187748P 2015-07-01,2015-07-01,US15187462A 2016-06-20,TRUE,5,US,US,1,FALSE
US2016308575P 2016-03-15,2016-03-15,US15206031A 2016-07-08,TRUE,3,US,US,1,FALSE
US2016308552P 2016-03-15,2016-03-15,US15206082A 2016-07-08,TRUE,3,US,US,1,FALSE
US2016291344P 2016-02-04,2016-02-04,US15092576A 2016-04-06,TRUE,3,US,US,1,FALSE
FR20142389A 2014-10-24,2014-10-24,US14885866A 2015-10-16,FALSE,1,FR,US,1,FALSE
KR2015134556A 2015-09-23,2015-09-23,US15151957A 2016-05-11,FALSE,1,KR,US,1,FALSE
US2012722024P 2012-11-02,2012-11-02,US13803339A 2013-03-14,TRUE,4,US,US,1,FALSE
US14800204A 2015-07-15,2015-07-15,US14800204A 2015-07-15,FALSE,1,US,US,1,FALSE
US2013887321P 2013-10-04,2013-10-04,US14497248A 2014-09-25,TRUE,3,US,US,1,FALSE
US2015121079P 2015-02-26,2015-02-26,US15054792A 2016-02-26,TRUE,3,US,US,1,FALSE
US15397206A 2017-01-03,2017-01-03,US15397206A 2017-01-03,FALSE,1,US,US,1,FALSE
US60181198A 0001-01-01,0001-01-01,US13946070A 2013-07-19,FALSE,141,US,US,1,FALSE
US13646663A 2012-10-06,2012-10-06,US15196030A 2016-06-29,FALSE,3,US,US,1,FALSE
RU2012135560A 2012-08-20,2012-08-20,US14422206A 2015-02-18,FALSE,2,RU,US,1,FALSE
US14987000A 2016-01-04,2016-01-04,US14987000A 2016-01-04,FALSE,1,US,US,1,FALSE
US14874555A 2015-10-05,2015-10-05,US14874555A 2015-10-05,FALSE,1,US,US,1,FALSE
US14612180A 2015-02-02,2015-02-02,US14612180A 2015-02-02,FALSE,1,US,US,1,FALSE
US14671224A 2015-03-27,2015-03-27,US14671224A 2015-03-27,FALSE,1,US,US,1,FALSE
US2013917054P 2013-12-17,2013-12-17,US14942471A 2015-11-16,TRUE,4,US,US,1,FALSE
US14865355A 2015-09-25,2015-09-25,US14865355A 2015-09-25,FALSE,1,US,US,1,FALSE
US14487387A 2014-09-16,2014-09-16,US15394314A 2016-12-29,FALSE,3,US,US,1,FALSE
US2012668590P 2012-07-06,2012-07-06,US14857731A 2015-09-17,TRUE,4,US,US,1,FALSE
US14798695A 2015-07-14,2015-07-14,US14967673A 2015-12-14,FALSE,3,US,US,1,FALSE
US14494164A 2014-09-23,2014-09-23,US14494164A 2014-09-23,FALSE,1,US,US,1,FALSE
US14791161A 2015-07-02,2015-07-02,US14791161A 2015-07-02,FALSE,1,US,US,1,FALSE
US14791141A 2015-07-02,2015-07-02,US14791141A 2015-07-02,FALSE,1,US,US,1,FALSE
US13898298A 2013-05-20,2013-05-20,US15450476A 2017-03-06,FALSE,7,US,US,1,FALSE
US14870363A 2015-09-30,2015-09-30,US14870363A 2015-09-30,FALSE,1,US,US,1,FALSE
US14610164A 2015-01-30,2015-01-30,US14962282A 2015-12-08,FALSE,3,US,US,1,FALSE
US14681810A 2015-04-08,2015-04-08,US14681810A 2015-04-08,FALSE,1,US,US,1,FALSE
DE102014014446A 2014-09-26,2014-09-26,US14865599A 2015-09-25,FALSE,1,DE,US,1,FALSE
US14876325A 2015-10-06,2015-10-06,US14876325A 2015-10-06,FALSE,1,US,US,1,FALSE
US14926765A 2015-10-29,2015-10-29,US15383224A 2016-12-19,FALSE,3,US,US,1,FALSE
WO2015EP76803A 2015-11-17,2015-11-17,US15043001A 2016-02-12,FALSE,2,WO,US,1,FALSE
US14842754A 2015-09-01,2015-09-01,US15372024A 2016-12-07,FALSE,3,US,US,1,FALSE
US13480225A 2012-05-24,2012-05-24,US13779123A 2013-02-27,FALSE,5,US,US,1,FALSE
US14960921A 2015-12-07,2015-12-07,US14960921A 2015-12-07,FALSE,1,US,US,1,FALSE
US14807627A 2015-07-23,2015-07-23,US14807627A 2015-07-23,FALSE,1,US,US,1,FALSE
US14552738A 2014-11-25,2014-11-25,US14552738A 2014-11-25,FALSE,1,US,US,1,FALSE
JP2014158083A 2014-08-01,2014-08-01,US14808444A 2015-07-24,FALSE,2,JP,US,1,FALSE
US2015219717P 2015-09-17,2015-09-17,US15214608A 2016-07-20,TRUE,3,US,US,1,FALSE
US14589347A 2015-01-05,2015-01-05,US14589347A 2015-01-05,FALSE,2,US,US,1,FALSE
US14675154A 2015-03-31,2015-03-31,US14675154A 2015-03-31,FALSE,1,US,US,1,FALSE
US2016417779P 2016-11-04,2016-11-04,US15360630A 2016-11-23,TRUE,3,US,US,1,FALSE
US15359485A 2016-11-22,2016-11-22,US15359485A 2016-11-22,FALSE,1,US,US,1,FALSE
US2015113511P 2015-02-08,2015-02-08,US15007783A 2016-01-27,TRUE,3,US,US,1,FALSE
US14866770A 2015-09-25,2015-09-25,US14866770A 2015-09-25,FALSE,1,US,US,1,FALSE
US15081949A 2016-03-28,2016-03-28,US15081949A 2016-03-28,FALSE,1,US,US,1,FALSE
US2012735038P 2012-12-09,2012-12-09,US15342244A 2016-11-03,TRUE,4,US,US,1,FALSE
US13844626A 2013-03-15,2013-03-15,US14147569A 2014-01-05,FALSE,7,US,US,1,FALSE
US14262153A 2014-04-25,2014-04-25,US15200430A 2016-07-01,FALSE,3,US,US,1,FALSE
US2015109888P 2015-01-30,2015-01-30,US15012762A 2016-02-01,TRUE,7,US,US,1,FALSE
US14855335A 2015-09-15,2015-09-15,US14855335A 2015-09-15,FALSE,1,US,US,1,FALSE
US2007883522P 2007-01-05,2007-01-05,US13900728A 2013-05-23,TRUE,4,US,US,1,FALSE
US2013792985P 2013-03-15,2013-03-15,US14215484A 2014-03-17,TRUE,2,US,US,1,FALSE
US2011578698P 2011-12-21,2011-12-21,US14318127A 2014-06-27,TRUE,5,US,US,1,FALSE
WO2014EP72175A 2014-10-16,2014-10-16,US14440002A 2015-04-30,FALSE,1,WO,US,1,FALSE
US14791144A 2015-07-02,2015-07-02,US14791144A 2015-07-02,FALSE,1,US,US,1,FALSE
WO2013US65291A 2013-10-16,2013-10-16,US14911361A 2016-02-10,FALSE,1,WO,US,1,FALSE
US2011541789P 2011-09-30,2011-09-30,US14348001A 2014-03-27,TRUE,3,US,US,1,FALSE
US14132912A 2013-12-18,2013-12-18,US14132912A 2013-12-18,FALSE,1,US,US,1,FALSE
FR20111683A 2011-06-01,2011-06-01,US14123080A 2014-07-01,FALSE,2,FR,US,1,FALSE
US2012704437P 2012-09-21,2012-09-21,US14587663A 2014-12-31,TRUE,7,US,US,1,FALSE
US14555397A 2014-11-26,2014-11-26,US14555397A 2014-11-26,FALSE,1,US,US,1,FALSE
US20149238P 2014-06-08,2014-06-08,US14733902A 2015-06-08,TRUE,3,US,US,1,FALSE
FR201460876A 2014-11-12,2014-11-12,US14935348A 2015-11-06,FALSE,1,FR,US,1,FALSE
FR20141177A 2014-05-23,2014-05-23,US14717993A 2015-05-20,FALSE,1,FR,US,1,FALSE
US201433498P 2014-08-05,2014-08-05,US14819154A 2015-08-05,TRUE,3,US,US,1,FALSE
US14595512A 2015-01-13,2015-01-13,US15287914A 2016-10-07,FALSE,3,US,US,1,FALSE
US2009460552A 2009-07-20,2009-07-20,US13674671A 2012-11-12,FALSE,4,US,US,1,FALSE
KR20155148U 2015-07-31,2015-07-31,US15096559A 2016-04-12,FALSE,1,KR,US,1,FALSE
US201468619P 2014-10-24,2014-10-24,US14921711A 2015-10-23,TRUE,3,US,US,1,FALSE
US201498968P 2014-12-31,2014-12-31,US14984023A 2015-12-30,TRUE,3,US,US,1,FALSE
US2013810713P 2013-04-11,2013-04-11,US14250378A 2014-04-11,TRUE,2,US,US,1,FALSE
US2016563687F 2016-05-06,2016-05-06,US2016563687F 2016-05-06,FALSE,1,US,US,1,FALSE
US14883416A 2015-10-14,2015-10-14,US14883416A 2015-10-14,FALSE,2,US,US,1,FALSE
US201477952P 2014-11-11,2014-11-11,US14938077A 2015-11-11,TRUE,3,US,US,1,FALSE
US201430734P 2014-07-30,2014-07-30,US14814509A 2015-07-30,TRUE,3,US,US,1,FALSE
US201430166P 2014-07-29,2014-07-29,US14812154A 2015-07-29,TRUE,3,US,US,1,FALSE
US2015222098P 2015-09-22,2015-09-22,US15451696A 2017-03-07,TRUE,5,US,US,1,FALSE
US2013888513P 2013-10-09,2013-10-09,US14885924A 2015-10-16,TRUE,4,US,US,1,FALSE
US14685241A 2015-04-13,2015-04-13,US14685241A 2015-04-13,FALSE,1,US,US,1,FALSE
US2010316144P 2010-03-22,2010-03-22,US13053993A 2011-03-22,TRUE,2,US,US,1,FALSE
DE102014001873A 2014-02-07,2014-02-07,US15117211A 2016-08-08,FALSE,2,DE,US,1,FALSE
US2014975784P 2014-04-05,2014-04-05,US14583388A 2014-12-26,TRUE,2,US,US,1,FALSE
US2013886860P 2013-10-04,2013-10-04,US15273975A 2016-09-23,TRUE,4,US,US,1,FALSE
US2015222145P 2015-09-22,2015-09-22,US15378030A 2016-12-13,TRUE,9,US,US,1,FALSE
US2013902711P 2013-11-11,2013-11-11,US15246435A 2016-08-24,TRUE,6,US,US,1,FALSE
US14657424A 2015-03-13,2015-03-13,US14657424A 2015-03-13,FALSE,1,US,US,1,FALSE
US14488002A 2014-09-16,2014-09-16,US14488002A 2014-09-16,FALSE,1,US,US,1,FALSE
US14970600A 2015-12-16,2015-12-16,US15254183A 2016-09-01,FALSE,3,US,US,1,FALSE
US15099688A 2016-04-15,2016-04-15,US15099688A 2016-04-15,FALSE,2,US,US,1,FALSE
US14493114A 2014-09-22,2014-09-22,US14493114A 2014-09-22,FALSE,1,US,US,1,FALSE
US14598009A 2015-01-15,2015-01-15,US14598009A 2015-01-15,FALSE,1,US,US,1,FALSE
US2015257421P 2015-11-19,2015-11-19,US15353966A 2016-11-17,TRUE,3,US,US,1,FALSE
US201424197P 2014-07-14,2014-07-14,US15067519A 2016-03-11,TRUE,7,US,US,1,FALSE
US201459039P 2014-10-02,2014-10-02,US14588168A 2014-12-31,TRUE,3,US,US,1,FALSE
US2015162611P 2015-05-15,2015-05-15,US15058152A 2016-03-02,TRUE,7,US,US,1,FALSE
US14920427A 2015-10-22,2015-10-22,US14920427A 2015-10-22,FALSE,1,US,US,1,FALSE
US2015222016P 2015-09-22,2015-09-22,US15141368A 2016-04-28,TRUE,3,US,US,1,FALSE
US14610868A 2015-01-30,2015-01-30,US14610868A 2015-01-30,FALSE,1,US,US,1,FALSE
US14870575A 2015-09-30,2015-09-30,US14870575A 2015-09-30,FALSE,1,US,US,1,FALSE
US62326600P 2016-04-22,2016-04-22,US15349834A 2016-11-11,TRUE,6,US,US,1,FALSE
US2013908460P 2013-11-25,2013-11-25,US15146186A 2016-05-04,TRUE,10,US,US,1,FALSE
US14491937A 2014-09-19,2014-09-19,US14491937A 2014-09-19,FALSE,1,US,US,1,FALSE
US2013879843P 2013-09-19,2013-09-19,US14490767A 2014-09-19,TRUE,2,US,US,1,FALSE
US15195834A 2016-06-28,2016-06-28,US15195834A 2016-06-28,FALSE,1,US,US,1,FALSE
US2015215079P 2015-09-07,2015-09-07,US15171911A 2016-06-02,TRUE,3,US,US,1,FALSE
US2015156880P 2015-05-04,2015-05-04,US15140381A 2016-04-27,TRUE,3,US,US,1,FALSE
US14853465A 2015-09-14,2015-09-14,US14853465A 2015-09-14,FALSE,1,US,US,1,FALSE
US14945927A 2015-11-19,2015-11-19,US14945927A 2015-11-19,FALSE,1,US,US,1,FALSE
US201425795P 2014-07-17,2014-07-17,US14615984A 2015-02-06,TRUE,3,US,US,1,FALSE
US2014931538P 2014-01-24,2014-01-24,US14604618A 2015-01-23,TRUE,2,US,US,1,FALSE
US2012848214P 2012-12-26,2012-12-26,US14655031A 2015-06-23,TRUE,5,US,US,1,FALSE
KR2014159996A 2014-11-17,2014-11-17,US14667443A 2015-03-24,FALSE,1,KR,US,1,FALSE
US14682985A 2015-04-09,2015-04-09,US14682985A 2015-04-09,FALSE,1,US,US,1,FALSE
US15153770A 2016-05-13,2016-05-13,US15153770A 2016-05-13,FALSE,1,US,US,1,FALSE
US2015252330P 2015-11-06,2015-11-06,US15339775A 2016-10-31,TRUE,5,US,US,1,FALSE
US2011523633P 2011-08-15,2011-08-15,US14977069A 2015-12-21,TRUE,11,US,US,1,FALSE
US2013856580P 2013-07-19,2013-07-19,US15336754A 2016-10-27,TRUE,6,US,US,1,FALSE
US15004170A 2016-01-22,2016-01-22,US15099264A 2016-04-14,FALSE,3,US,US,1,FALSE
TW2015142068A 2015-12-15,2015-12-15,US15131452A 2016-04-18,FALSE,3,TW,US,1,FALSE
US2014982856P 2014-04-22,2014-04-22,US14689979A 2015-04-17,TRUE,2,US,US,1,FALSE
US15235622A 2016-08-12,2016-08-12,US15235622A 2016-08-12,FALSE,1,US,US,1,FALSE
EP2013400042A 2013-12-30,2013-12-30,US14578653A 2014-12-22,FALSE,1,EP,US,1,FALSE
US15204793A 2016-07-07,2016-07-07,US15204793A 2016-07-07,FALSE,1,US,US,1,FALSE
US14259560A 2014-04-23,2014-04-23,US14259560A 2014-04-23,FALSE,1,US,US,1,FALSE
US14751072A 2015-06-25,2015-06-25,US14751072A 2015-06-25,FALSE,1,US,US,1,FALSE
US15243790A 2016-08-22,2016-08-22,US15243790A 2016-08-22,FALSE,1,US,US,1,FALSE
US14878364A 2015-10-08,2015-10-08,US14878364A 2015-10-08,FALSE,1,US,US,1,FALSE
US2012669171P 2012-07-09,2012-07-09,US13937919A 2013-07-09,TRUE,3,US,US,1,FALSE
US14291187A 2014-05-30,2014-05-30,US15269757A 2016-09-19,FALSE,3,US,US,1,FALSE
US2012694086P 2012-08-28,2012-08-28,US14424746A 2015-02-27,TRUE,3,US,US,1,FALSE
US14792087A 2015-07-06,2015-07-06,US15259918A 2016-09-08,FALSE,3,US,US,1,FALSE
US14632929A 2015-02-26,2015-02-26,US14632929A 2015-02-26,FALSE,1,US,US,1,FALSE
US14832290A 2015-08-21,2015-08-21,US14832290A 2015-08-21,FALSE,1,US,US,1,FALSE
AU2014901741A 2014-05-12,2014-05-12,US15303968A 2016-10-13,FALSE,3,AU,US,1,FALSE
US15148350A 2016-05-06,2016-05-06,US15148350A 2016-05-06,FALSE,1,US,US,1,FALSE
US14864572A 2015-09-24,2015-09-24,US14864572A 2015-09-24,FALSE,1,US,US,1,FALSE
US14885679A 2015-10-16,2015-10-16,US14885679A 2015-10-16,FALSE,1,US,US,1,FALSE
US14208883A 2014-03-13,2014-03-13,US15010182A 2016-01-29,FALSE,5,US,US,1,FALSE
US2013824965P 2013-05-17,2013-05-17,US14281761A 2014-05-19,TRUE,2,US,US,1,FALSE
US2011538631P 2011-09-23,2011-09-23,US13623824A 2012-09-20,TRUE,2,US,US,1,FALSE
US14526790A 2014-10-29,2014-10-29,US14526790A 2014-10-29,FALSE,1,US,US,1,FALSE
FR200954918A 2009-07-16,2009-07-16,US2010833319A 2010-07-09,FALSE,1,FR,US,1,FALSE
US14747714A 2015-06-23,2015-06-23,US14747714A 2015-06-23,FALSE,1,US,US,1,FALSE
US2009174994P 2009-05-02,2009-05-02,US14826413A 2015-08-14,TRUE,9,US,US,1,FALSE
US14215697A 2014-03-17,2014-03-17,US14215697A 2014-03-17,FALSE,1,US,US,1,FALSE
US2012721936P 2012-11-02,2012-11-02,US14438722A 2015-04-27,TRUE,3,US,US,1,FALSE
US14717983A 2015-05-20,2015-05-20,US14717983A 2015-05-20,FALSE,1,US,US,1,FALSE
US2013872215P 2013-08-30,2013-08-30,US14453492A 2014-08-06,TRUE,2,US,US,1,FALSE
US14676243A 2015-04-01,2015-04-01,US14676243A 2015-04-01,FALSE,1,US,US,1,FALSE
US2013806967P 2013-04-01,2013-04-01,US14242837A 2014-04-01,TRUE,2,US,US,1,FALSE
US2013911914P 2013-12-04,2013-12-04,US15101344A 2016-06-02,TRUE,3,US,US,1,FALSE
US14290418A 2014-05-29,2014-05-29,US14290418A 2014-05-29,FALSE,1,US,US,1,FALSE
US13902761A 2013-05-24,2013-05-24,US13902761A 2013-05-24,FALSE,1,US,US,1,FALSE
US2014493224A 2014-06-06,2014-06-06,US15095727A 2016-04-11,FALSE,7,US,US,1,FALSE
US2012433939F 2012-10-05,2012-10-05,US14686335A 2015-04-14,FALSE,7,US,US,1,FALSE
US2013826070P 2013-05-22,2013-05-22,US14933666A 2015-11-05,TRUE,3,US,US,1,FALSE
US2014485241F 2014-03-17,2014-03-17,US2016569541F 2016-06-28,FALSE,1,US,US,1,FALSE
US2013911822P 2013-12-04,2013-12-04,US15201523A 2016-07-04,TRUE,4,US,US,1,FALSE
US2010816308A 2010-06-15,2010-06-15,US2010816308A 2010-06-15,FALSE,1,US,US,1,FALSE
US2016408277P 2016-10-14,2016-10-14,US15366724A 2016-12-01,TRUE,3,US,US,1,FALSE
EP2014307051A 2014-12-16,2014-12-16,US14966180A 2015-12-11,FALSE,1,EP,US,1,FALSE
US2013872448P 2013-08-30,2013-08-30,US14453364A 2014-08-06,TRUE,2,US,US,1,FALSE
US15058339A 2016-03-02,2016-03-02,US15244236A 2016-08-23,FALSE,3,US,US,1,FALSE
US14518014A 2014-10-20,2014-10-20,US14518014A 2014-10-20,FALSE,1,US,US,1,FALSE
US15071455A 2016-03-16,2016-03-16,US15071455A 2016-03-16,FALSE,1,US,US,1,FALSE
US201447605P 2014-09-08,2014-09-08,US15427630A 2017-02-08,TRUE,5,US,US,1,FALSE
US2014953422P 2014-03-14,2014-03-14,US14638843A 2015-03-04,TRUE,2,US,US,1,FALSE
US14258304A 2014-04-22,2014-04-22,US14950606A 2015-11-24,FALSE,3,US,US,1,FALSE
US2015183540P 2015-06-23,2015-06-23,US15188356A 2016-06-21,TRUE,3,US,US,1,FALSE
US14666708A 2015-03-24,2015-03-24,US14666708A 2015-03-24,FALSE,1,US,US,1,FALSE
US13781549A 2013-02-28,2013-02-28,US14104126A 2013-12-12,FALSE,3,US,US,1,FALSE
DE102014215098A 2014-07-31,2014-07-31,US14813778A 2015-07-30,FALSE,1,DE,US,1,FALSE
US2013830085P 2013-06-01,2013-06-01,US14290150A 2014-05-29,TRUE,2,US,US,1,FALSE
US2015132496P 2015-03-12,2015-03-12,US15069611A 2016-03-14,TRUE,3,US,US,1,FALSE
US14282205A 2014-05-20,2014-05-20,US14282205A 2014-05-20,FALSE,1,US,US,1,FALSE
US13730110A 2012-12-28,2012-12-28,US14542203A 2014-11-14,FALSE,3,US,US,1,FALSE
US14848158A 2015-09-08,2015-09-08,US14848158A 2015-09-08,FALSE,2,US,US,1,FALSE
US201438060P 2014-08-15,2014-08-15,US14537855A 2014-11-10,TRUE,3,US,US,1,FALSE
US14711427A 2015-05-13,2015-05-13,US15260049A 2016-09-08,FALSE,3,US,US,1,FALSE
US14687137A 2015-04-15,2015-04-15,US14687137A 2015-04-15,FALSE,1,US,US,1,FALSE
US2005595578P 2005-07-18,2005-07-18,US14523576A 2014-10-24,TRUE,8,US,US,1,FALSE
US2014979644P 2014-04-15,2014-04-15,US14681758A 2015-04-08,TRUE,2,US,US,1,FALSE
US2015222190P 2015-09-22,2015-09-22,US15245992A 2016-08-24,TRUE,3,US,US,1,FALSE
US15078143A 2016-03-23,2016-03-23,US15078143A 2016-03-23,FALSE,1,US,US,1,FALSE
US15081045A 2016-03-25,2016-03-25,US15081045A 2016-03-25,FALSE,1,US,US,1,FALSE
US2006846346P 2006-09-22,2006-09-22,US14556529A 2014-12-01,TRUE,6,US,US,1,FALSE
US2009251339P 2009-10-14,2009-10-14,US14606328A 2015-01-27,TRUE,5,US,US,1,FALSE
US2016315903P 2016-03-31,2016-03-31,US15132106A 2016-04-18,TRUE,3,US,US,1,FALSE
FR2013286A 2013-02-08,2013-02-08,US14766447A 2015-08-06,FALSE,2,FR,US,1,FALSE
US2015129954P 2015-03-08,2015-03-08,US14871236A 2015-09-30,TRUE,20,US,US,1,FALSE
KR201549471A 2015-04-08,2015-04-08,US14845966A 2015-09-04,FALSE,1,KR,US,1,FALSE
US2014968738P 2014-03-21,2014-03-21,US14636419A 2015-03-03,TRUE,2,US,US,1,FALSE
US14150736A 2014-01-08,2014-01-08,US15381600A 2016-12-16,FALSE,13,US,US,1,FALSE
US15086204A 2016-03-31,2016-03-31,US15357660A 2016-11-21,FALSE,3,US,US,1,FALSE
US2014942852P 2014-02-21,2014-02-21,US15019892A 2016-02-09,TRUE,4,US,US,1,FALSE
US14930806A 2015-11-03,2015-11-03,US14930806A 2015-11-03,FALSE,1,US,US,1,FALSE
CN201610078150A 2016-02-04,2016-02-04,US15176158A 2016-06-08,FALSE,2,CN,US,1,FALSE
US2015222121P 2015-09-22,2015-09-22,US15203294A 2016-07-06,TRUE,3,US,US,1,FALSE
US14945893A 2015-11-19,2015-11-19,US14945893A 2015-11-19,FALSE,1,US,US,1,FALSE
US2016357082P 2016-06-30,2016-06-30,US15369228A 2016-12-05,TRUE,3,US,US,1,FALSE
US201441522P 2014-08-25,2014-08-25,US14831560A 2015-08-20,TRUE,3,US,US,1,FALSE
US2011478436P 2011-04-22,2011-04-22,US14338636A 2014-07-23,TRUE,12,US,US,1,FALSE
US15075988A 2016-03-21,2016-03-21,US15075988A 2016-03-21,FALSE,1,US,US,1,FALSE
US14549755A 2014-11-21,2014-11-21,US15267240A 2016-09-16,FALSE,5,US,US,1,FALSE
US14671203A 2015-03-27,2015-03-27,US14671203A 2015-03-27,FALSE,4,US,US,1,FALSE
US14669374A 2015-03-26,2015-03-26,US15286237A 2016-10-05,FALSE,3,US,US,1,FALSE
US15251556A 2016-08-30,2016-08-30,US15251556A 2016-08-30,FALSE,1,US,US,1,FALSE
US2015261010P 2015-11-30,2015-11-30,US15365884A 2016-11-30,TRUE,7,US,US,1,FALSE
US201495137P 2014-12-22,2014-12-22,US14693490A 2015-04-22,TRUE,3,US,US,1,FALSE
US2015217557P 2015-09-11,2015-09-11,US15263365A 2016-09-12,TRUE,3,US,US,1,FALSE
US2015250047P 2015-11-03,2015-11-03,US15287788A 2016-10-07,TRUE,3,US,US,1,FALSE
US13746036A 2013-01-21,2013-01-21,US13775725A 2013-02-25,FALSE,3,US,US,1,FALSE
US2015271212P 2015-12-22,2015-12-22,US15147879A 2016-05-05,TRUE,3,US,US,1,FALSE
US2013793891P 2013-03-15,2013-03-15,US15180133A 2016-06-13,TRUE,8,US,US,1,FALSE
US14058855A 2013-10-21,2013-10-21,US14058855A 2013-10-21,FALSE,1,US,US,1,FALSE
US14973861A 2015-12-18,2015-12-18,US14973861A 2015-12-18,FALSE,1,US,US,1,FALSE
US14637509A 2015-03-04,2015-03-04,US14637509A 2015-03-04,FALSE,2,US,US,1,FALSE
US2014946043P 2014-02-28,2014-02-28,US15422642A 2017-02-02,TRUE,8,US,US,1,FALSE
US13974388A 2013-08-23,2013-08-23,US15059604A 2016-03-03,FALSE,3,US,US,1,FALSE
US14580693A 2014-12-23,2014-12-23,US15209309A 2016-07-13,FALSE,3,US,US,1,FALSE
US2015217804P 2015-09-12,2015-09-12,US15262001A 2016-09-11,TRUE,3,US,US,1,FALSE
US14983278A 2015-12-29,2015-12-29,US14983278A 2015-12-29,FALSE,1,US,US,1,FALSE
US14268683A 2014-05-02,2014-05-02,US15097125A 2016-04-12,FALSE,3,US,US,1,FALSE
US2015101073P 2015-01-08,2015-01-08,US14699515A 2015-04-29,TRUE,3,US,US,1,FALSE
US14245021A 2014-04-04,2014-04-04,US14245021A 2014-04-04,FALSE,1,US,US,1,FALSE
DE102012106869A 2012-07-27,2012-07-27,US14416760A 2015-01-23,FALSE,2,DE,US,1,FALSE
US14857340A 2015-09-17,2015-09-17,US14857340A 2015-09-17,FALSE,1,US,US,1,FALSE
US14861503A 2015-09-22,2015-09-22,US14861503A 2015-09-22,FALSE,1,US,US,1,FALSE
FR201457989A 2014-08-26,2014-08-26,US14834865A 2015-08-25,FALSE,1,FR,US,1,FALSE
